,launch_speed,launch_angle,woba_value
394643,96.9,28.0,2.0
394656,85.8,22.0,0.0
394661,84.4,47.0,0.0
394664,86.3,11.0,0.9
394667,105.6,0.0,0.9
394673,81.7,-4.0,0.0
394674,103.3,18.0,0.0
394680,68.2,30.0,0.9
394691,100.3,4.0,0.0
394694,52.4,-41.0,0.0
394699,70.7,1.0,0.0
394725,77.2,53.0,0.0
394728,79.5,6.0,0.0
394737,61.0,85.0,0.0
394744,67.6,-43.0,0.9
394756,102.6,19.0,1.25
394757,98.5,21.0,1.25
394759,96.2,-8.0,0.0
394771,95.1,-4.0,0.0
394772,86.8,9.0,0.0
394775,99.4,-8.0,0.9
394780,79.6,30.0,0.0
394782,100.4,38.0,0.0
394788,94.7,4.0,0.9
394791,91.5,-4.0,0.0
394795,77.0,53.0,0.0
394796,71.5,-19.0,0.0
394800,50.0,-73.0,0.9
394802,79.1,32.0,0.0
394803,91.3,22.0,0.0
394809,98.7,-27.0,0.0
394818,81.9,8.0,0.0
394825,44.4,54.0,0.0
394827,98.3,-21.0,0.0
394828,92.6,7.0,0.9
394833,74.2,-17.0,0.0
394834,91.6,51.0,0.0
394845,90.7,31.0,0.0
394848,68.8,-68.0,0.0
394850,80.3,18.0,0.9
394851,89.4,-14.0,0.0
394855,100.6,19.0,0.0
394857,88.7,31.0,0.0
394864,78.9,85.0,0.0
394866,108.4,12.0,0.9
394873,85.8,23.0,0.0
394875,115.7,16.0,1.25
394879,75.5,44.0,0.0
394883,55.9,-5.0,0.0
394890,78.6,-79.0,0.0
394895,88.5,66.0,0.0
394904,63.9,-68.0,0.0
394907,78.6,3.0,0.0
394912,109.2,27.0,2.0
394916,78.1,32.0,0.0
394929,62.7,10.0,0.0
394938,98.6,-5.0,0.0
394950,31.2,-24.0,0.0
394951,75.5,-14.0,0.0
394955,86.3,-26.0,0.0
394957,65.5,-30.0,0.0
394962,84.5,1.0,0.0
394968,67.2,44.0,0.0
394971,53.2,-34.0,0.9
394980,94.2,40.0,0.0
394983,104.1,16.0,1.25
394988,109.3,1.0,0.0
395006,78.5,19.0,0.9
395015,107.4,28.0,2.0
395029,89.8,20.0,0.0
395035,101.2,5.0,1.25
395037,98.3,20.0,0.0
395046,73.9,-5.0,0.0
395049,94.1,-5.0,0.0
395062,86.0,33.0,0.0
395067,87.0,13.0,0.0
395074,51.4,-61.0,0.0
395079,77.3,-17.0,0.0
395085,50.0,-63.0,0.0
395101,96.4,6.0,0.9
395110,71.9,56.0,0.0
395120,92.9,-26.0,0.0
395122,103.3,5.0,0.0
395125,87.8,3.0,0.0
395129,38.0,-44.0,0.0
395131,71.0,62.0,0.0
395135,85.4,43.0,0.0
395151,67.7,-42.0,0.9
395156,96.0,65.0,0.0
395160,98.8,62.0,0.0
395163,100.6,24.0,0.9
395178,104.9,18.0,0.0
395179,105.9,20.0,1.25
395181,93.9,6.0,0.0
395186,53.0,-19.0,0.0
395191,93.7,27.0,1.25
395194,71.7,12.0,0.9
395205,97.1,-11.0,0.9
395210,92.1,-9.0,0.0
395218,80.6,63.0,0.0
395240,111.6,30.0,2.0
395244,82.8,32.0,0.0
395251,92.8,-6.0,0.0
395270,102.9,19.0,0.0
395277,101.2,2.0,0.9
395283,81.8,20.0,0.9
395289,80.5,16.0,0.9
395306,92.4,31.0,0.0
395307,73.8,20.0,0.9
395327,90.2,80.0,0.0
395342,103.8,18.0,0.0
395345,100.4,8.0,0.9
395351,69.2,-8.0,0.0
395354,96.7,44.0,0.0
395359,100.7,3.0,0.0
395370,96.7,7.0,0.9
395376,99.3,-11.0,0.9
395384,85.5,22.0,0.0
395387,65.2,-49.0,0.0
395390,110.8,19.0,1.25
395411,74.2,27.0,0.9
395417,65.2,-33.0,0.9
395419,86.8,26.0,0.0
395423,77.0,-16.0,0.0
395425,90.1,38.0,0.0
395431,99.6,0.0,0.0
395437,102.3,-2.0,0.0
395438,90.4,-13.0,0.0
395442,85.7,58.0,0.0
395444,94.6,42.0,0.0
395449,71.5,69.0,0.0
395453,42.3,75.0,0.0
395462,83.0,37.0,0.0
395464,107.3,-19.0,0.0
395468,83.2,22.0,0.9
395477,79.6,-39.0,0.0
395480,88.9,34.0,0.0
395487,48.4,-76.0,0.0
395488,99.8,16.0,0.0
395490,102.5,14.0,0.9
395497,88.2,44.0,0.0
395500,82.0,-37.0,0.0
395506,74.5,-46.0,0.0
395509,104.8,4.0,1.25
395521,85.9,50.0,0.0
395526,90.3,32.0,0.0
395529,100.7,8.0,0.0
395533,100.9,23.0,2.0
395537,97.6,-17.0,0.0
395545,88.5,-3.0,0.0
395547,100.2,-5.0,0.9
395552,100.6,30.0,0.0
395560,105.2,11.0,0.9
395565,93.3,12.0,0.9
395576,101.4,22.0,0.0
395577,96.8,-5.0,0.9
395581,70.9,-4.0,0.0
395584,107.6,21.0,2.0
395597,103.8,17.0,0.0
395605,77.4,-47.0,0.0
395615,78.6,-19.0,0.0
395617,101.6,11.0,0.9
395625,79.5,13.0,0.9
395628,82.9,-17.0,0.0
395637,24.3,-23.0,0.0
395644,83.1,47.0,0.0
395657,79.7,-49.0,0.9
395666,80.9,64.0,0.0
395678,111.7,10.0,0.0
395681,96.2,-17.0,0.0
395685,100.9,-5.0,0.0
395695,97.9,33.0,2.0
395698,91.9,-8.0,0.0
395713,98.0,40.0,0.0
395717,71.8,-53.0,0.9
395721,92.9,49.0,0.0
395727,61.2,-18.0,0.9
395738,93.6,-13.0,0.0
395740,100.5,-22.0,0.9
395750,100.7,25.0,0.0
395756,103.9,5.0,0.0
395761,99.8,12.0,0.9
395765,82.0,37.0,0.0
395767,93.4,26.0,0.0
395785,61.1,-52.0,0.0
395790,70.5,-48.0,0.0
395795,73.8,-51.0,0.0
395804,94.1,20.0,0.0
395807,110.1,-2.0,0.0
395809,83.8,29.0,0.0
395811,90.6,48.0,0.0
395817,102.1,19.0,0.0
395823,88.7,-32.0,0.0
395829,108.6,22.0,2.0
395831,69.8,68.0,0.0
395848,100.0,6.0,0.0
395851,103.7,23.0,1.25
395862,74.5,61.0,0.0
395863,82.5,73.0,0.0
395867,80.2,37.0,0.0
395869,83.6,43.0,0.0
395870,108.9,23.0,2.0
395872,105.8,31.0,2.0
395873,68.8,74.0,0.0
395875,96.9,31.0,0.0
395882,91.5,39.0,0.0
395897,106.9,-25.0,0.0
395904,91.1,11.0,0.9
395906,42.8,-41.0,0.9
395907,91.7,-10.0,0.0
395909,92.0,43.0,0.0
395911,92.8,-12.0,0.0
395916,92.6,50.0,0.0
395917,97.2,-18.0,0.0
395918,53.6,-54.0,0.0
395923,98.9,37.0,0.0
395937,74.1,15.0,0.9
395941,107.4,16.0,1.25
395954,108.3,12.0,1.25
395955,87.7,12.0,0.9
395959,95.9,29.0,1.25
395963,81.8,29.0,0.0
395966,78.3,7.0,0.0
395971,68.9,48.0,0.0
395976,91.1,6.0,0.9
395981,78.4,77.0,0.0
395983,80.3,30.0,0.0
395995,102.2,43.0,0.0
395998,65.8,77.0,0.0
396004,102.5,16.0,0.9
396017,103.0,29.0,2.0
396030,98.3,4.0,0.9
396032,101.6,22.0,0.0
396053,94.1,2.0,0.0
396069,111.8,15.0,0.0
396076,107.2,19.0,1.25
396082,102.3,9.0,0.0
396088,100.6,41.0,0.0
396089,76.2,-1.0,0.0
396093,106.9,11.0,0.0
396096,88.8,56.0,0.0
396103,81.2,63.0,0.0
396109,86.1,26.0,0.0
396112,56.5,78.0,0.0
396116,75.4,46.0,0.0
396118,100.6,6.0,0.0
396119,80.4,58.0,0.0
396121,52.8,-10.0,0.0
396130,102.9,17.0,1.25
396136,89.3,16.0,1.25
396140,88.9,11.0,0.9
396147,82.7,18.0,0.9
396154,86.0,20.0,1.25
396162,83.4,45.0,0.0
396188,108.7,26.0,2.0
396192,90.0,30.0,0.0
396194,74.3,28.0,0.9
396200,78.1,-11.0,0.0
396206,91.9,71.0,0.0
396211,106.5,27.0,2.0
396212,68.7,-30.0,0.0
396218,79.3,38.0,0.0
396222,78.3,45.0,0.0
396224,99.1,38.0,0.0
396229,97.3,35.0,0.0
396232,80.2,43.0,0.0
396234,98.2,40.0,0.0
396240,78.0,75.0,0.0
396243,91.2,-11.0,0.0
396245,68.3,15.0,0.0
396250,97.4,-28.0,0.0
396258,92.1,7.0,0.9
396259,82.2,21.0,0.9
396262,91.8,26.0,0.0
396264,68.4,19.0,1.25
396268,86.8,47.0,0.0
396272,93.3,4.0,1.25
396293,89.2,17.0,0.9
396297,87.4,61.0,0.0
396300,53.3,-83.0,0.0
396306,101.8,-8.0,0.9
396308,104.1,27.0,0.0
396309,78.3,58.0,0.0
396313,74.7,-43.0,0.0
396316,98.6,8.0,0.0
396318,67.1,-25.0,0.9
396320,100.4,18.0,0.0
396324,103.1,21.0,0.0
396328,88.8,78.0,0.0
396332,86.0,63.0,0.0
396339,93.4,15.0,0.9
396341,77.5,-30.0,0.0
396342,90.4,-19.0,1.25
396344,90.7,5.0,0.9
396345,91.3,-2.0,0.0
396346,97.6,-12.0,0.9
396352,79.3,34.0,0.0
396362,105.3,32.0,2.0
396372,102.4,-2.0,0.0
396376,101.5,16.0,1.6
396378,74.2,0.0,0.0
396393,98.6,-14.0,0.9
396412,75.7,19.0,0.9
396420,104.8,28.0,2.0
396430,67.9,7.0,0.0
396437,104.7,-2.0,0.0
396439,93.4,65.0,0.0
396443,71.1,-18.0,0.0
396446,106.2,25.0,2.0
396453,95.6,39.0,0.0
396464,87.1,42.0,0.0
396475,93.9,28.0,0.0
396478,74.7,5.0,0.0
396480,89.3,-4.0,0.0
396486,102.4,29.0,1.6
396495,109.1,25.0,2.0
396496,68.0,-26.0,0.0
396498,76.7,-50.0,0.0
396512,81.4,35.0,0.0
396518,99.6,-20.0,0.0
396520,103.3,8.0,0.9
396530,82.7,4.0,0.9
396542,108.2,4.0,0.9
396545,74.2,51.0,0.9
396549,83.6,3.0,0.9
396552,70.5,-42.0,0.0
396565,85.7,40.0,0.0
396566,98.5,8.0,0.9
396570,105.5,40.0,0.0
396571,98.3,34.0,0.0
396580,103.7,-19.0,0.0
396592,100.7,-2.0,0.0
396602,104.9,-5.0,0.0
396603,93.8,8.0,0.0
396614,78.7,-23.0,0.0
396624,68.9,-25.0,0.0
396628,93.3,58.0,0.0
396638,85.2,23.0,1.25
396641,81.5,-10.0,0.0
396646,94.9,44.0,0.0
396658,90.3,35.0,0.0
396670,103.8,-2.0,0.0
396672,88.4,33.0,0.0
396675,84.3,-41.0,0.0
396678,86.5,-5.0,0.0
396684,100.3,-9.0,0.9
396688,89.6,-18.0,0.0
396690,98.2,46.0,0.0
396692,88.9,25.0,0.0
396699,89.5,7.0,0.9
396707,78.5,-31.0,0.0
396713,77.6,26.0,0.9
396716,83.9,24.0,0.0
396721,103.0,18.0,0.0
396722,93.3,57.0,0.0
396726,90.9,-12.0,0.0
396728,72.0,32.0,0.9
396741,98.9,-16.0,0.0
396753,101.4,8.0,0.0
396758,83.5,-17.0,0.0
396766,93.6,-13.0,0.0
396767,65.7,18.0,0.9
396770,93.6,-10.0,0.0
396778,41.6,-38.0,0.0
396782,101.2,37.0,0.0
396785,87.3,9.0,0.9
396791,104.9,19.0,1.6
396795,43.9,-57.0,0.0
396801,88.9,31.0,0.0
396803,84.5,23.0,1.25
396807,35.8,-75.0,0.0
396810,104.0,7.0,0.9
396817,76.4,57.0,0.9
396819,90.6,22.0,0.0
396822,84.2,21.0,0.9
396831,72.4,-20.0,0.0
396834,73.3,21.0,0.9
396839,109.4,31.0,2.0
396848,103.6,13.0,1.25
396865,77.6,-5.0,0.0
396868,93.3,14.0,0.9
396869,91.2,36.0,0.0
396872,84.3,48.0,0.0
396880,72.6,73.0,0.0
396882,80.8,27.0,0.0
396889,75.3,-24.0,0.0
396892,84.5,29.0,0.0
396894,61.2,44.0,0.0
396898,102.9,31.0,0.0
396905,85.1,23.0,0.0
396914,85.0,40.0,0.0
396919,100.5,-8.0,0.0
396921,108.2,-11.0,0.0
396923,106.0,16.0,0.9
396926,108.4,2.0,0.0
396954,88.8,5.0,0.0
396959,103.0,0.0,0.9
396967,99.5,-15.0,0.0
396970,103.6,21.0,0.0
396974,93.5,9.0,0.0
396978,104.8,26.0,0.0
396983,66.8,33.0,0.9
396989,99.4,38.0,0.0
396992,67.9,-31.0,0.0
396998,102.6,-15.0,0.0
397003,97.4,-10.0,0.0
397006,93.6,37.0,0.0
397011,95.3,30.0,0.0
397017,51.5,-29.0,0.0
397018,71.2,10.0,0.9
397019,104.1,-5.0,0.9
397023,102.7,-4.0,0.9
397032,91.8,-4.0,0.0
397034,77.6,-42.0,0.0
397035,64.8,88.0,0.0
397045,60.3,41.0,0.9
397056,48.9,-63.0,0.0
397061,38.4,21.0,0.0
397081,86.8,57.0,0.0
397089,83.0,71.0,0.0
397093,91.0,19.0,0.0
397102,75.0,-12.0,0.9
397105,93.8,-6.0,0.0
397111,105.5,49.0,1.25
397113,77.8,9.0,0.0
397115,96.0,62.0,0.0
397118,105.3,16.0,1.25
397140,98.2,-9.0,0.0
397142,93.4,38.0,0.0
397145,94.7,31.0,0.0
397146,84.2,74.0,0.0
397147,83.2,25.0,0.0
397156,92.6,26.0,0.0
397157,92.7,42.0,0.0
397166,37.5,25.0,0.9
397167,89.0,43.0,0.0
397169,95.5,27.0,2.0
397170,97.6,-9.0,0.9
397176,106.7,13.0,0.0
397186,108.8,-6.0,0.0
397188,91.5,38.0,0.0
397198,105.4,4.0,0.9
397208,107.2,-5.0,0.0
397212,75.7,-30.0,0.0
397224,96.0,46.0,0.0
397225,96.4,31.0,0.0
397239,86.3,58.0,0.0
397246,103.6,29.0,2.0
397248,91.8,18.0,0.0
397252,92.7,1.0,0.9
397263,83.3,0.0,1.25
397264,100.1,8.0,0.9
397275,97.1,21.0,1.25
397296,98.5,10.0,1.25
397303,90.0,54.0,0.0
397307,68.7,73.0,0.0
397314,66.6,13.0,0.9
397316,83.4,71.0,0.0
397318,81.3,-60.0,0.9
397323,84.6,40.0,0.0
397334,70.9,6.0,0.9
397342,94.1,14.0,0.9
397348,111.2,19.0,0.0
397358,80.8,61.0,0.0
397363,91.0,8.0,0.0
397367,98.6,-9.0,0.9
397369,89.2,17.0,0.9
397375,70.0,0.0,0.0
397389,82.1,39.0,0.0
397391,103.3,-1.0,0.0
397396,99.0,19.0,1.25
397398,94.1,27.0,0.0
397406,101.6,1.0,0.0
397412,99.0,22.0,0.0
397421,77.6,42.0,0.0
397426,89.1,49.0,0.0
397427,72.9,-42.0,0.0
397433,77.2,-27.0,0.0
397436,107.1,1.0,0.0
397440,115.7,18.0,2.0
397444,100.2,8.0,0.0
397456,99.6,17.0,0.0
397463,84.7,81.0,0.0
397471,89.9,-17.0,0.0
397475,79.5,20.0,0.9
397479,65.8,-30.0,0.0
397488,70.8,-54.0,0.0
397498,111.5,15.0,0.0
397500,98.1,7.0,0.9
397504,104.8,10.0,0.0
397510,97.1,28.0,0.0
397521,97.7,11.0,0.9
397528,86.1,0.0,0.9
397533,94.4,70.0,0.0
397539,28.0,-3.0,0.0
397546,96.5,49.0,0.0
397548,98.4,47.0,0.0
397550,99.7,-5.0,0.0
397559,83.4,-4.0,0.0
397583,87.6,79.0,0.0
397588,109.7,11.0,1.25
397590,68.3,58.0,0.0
397591,81.6,49.0,0.0
397601,73.7,-3.0,0.0
397607,90.2,43.0,0.0
397608,30.4,63.0,0.0
397610,101.0,17.0,0.9
397614,78.9,-23.0,0.0
397622,92.6,4.0,0.0
397623,102.2,28.0,2.0
397641,104.9,16.0,1.25
397647,96.1,51.0,0.0
397651,106.2,-19.0,0.9
397652,103.1,15.0,0.9
397656,98.5,4.0,0.0
397661,72.0,80.0,0.0
397662,99.8,45.0,1.25
397668,100.1,33.0,0.0
397669,88.9,47.0,0.0
397676,82.8,47.0,0.0
397679,91.8,6.0,0.0
397681,84.6,29.0,0.0
397685,84.9,3.0,0.0
397695,101.3,41.0,0.0
397698,86.3,-3.0,0.0
397726,78.3,-37.0,0.0
397730,103.8,6.0,0.0
397734,78.7,43.0,0.0
397737,95.4,0.0,0.0
397740,90.7,61.0,0.9
397753,69.7,-18.0,0.0
397762,110.7,0.0,0.0
397767,86.5,30.0,0.0
397772,38.2,3.0,0.0
397782,88.4,40.0,0.0
397797,84.9,40.0,0.0
397811,95.4,-6.0,0.9
397820,57.8,47.0,0.0
397825,93.7,-23.0,0.0
397833,94.6,-4.0,0.9
397839,101.8,26.0,2.0
397856,30.8,-73.0,0.0
397860,100.3,2.0,1.25
397871,102.9,27.0,1.25
397891,92.4,-2.0,0.9
397892,105.6,13.0,0.0
397903,85.2,24.0,0.0
397909,73.5,-60.0,0.0
397914,107.3,-6.0,0.9
397925,87.7,32.0,0.0
397928,105.3,-4.0,0.9
397934,89.3,14.0,0.9
397938,105.1,-6.0,0.0
397941,103.5,13.0,0.0
397954,107.5,-28.0,0.0
397957,84.2,-26.0,0.0
397960,87.0,80.0,0.0
397982,93.5,-22.0,0.0
397985,92.7,-19.0,0.0
397991,92.0,12.0,0.9
397993,96.8,17.0,0.9
397994,101.9,-19.0,0.0
398015,76.5,-24.0,0.0
398033,98.7,16.0,0.0
398034,97.0,27.0,0.0
398053,87.7,-8.0,0.0
398059,104.4,33.0,2.0
398063,102.4,29.0,0.0
398074,89.0,-4.0,0.9
398083,107.7,20.0,1.25
398084,81.4,-25.0,0.0
398092,86.7,24.0,0.0
398093,94.1,-16.0,0.0
398099,68.0,-14.0,0.9
398105,70.8,-26.0,0.0
398127,87.6,2.0,0.9
398139,103.9,3.0,0.0
398140,83.7,78.0,0.0
398145,70.6,18.0,0.0
398148,96.8,-19.0,0.0
398156,86.6,-50.0,0.0
398165,108.6,25.0,2.0
398173,94.4,23.0,0.0
398176,96.1,-5.0,0.0
398177,64.1,47.0,0.0
398189,81.6,9.0,0.0
398191,101.5,12.0,0.9
398195,99.3,47.0,0.0
398228,85.0,27.0,0.0
398232,63.3,-67.0,0.9
398237,103.3,8.0,1.25
398243,97.7,29.0,0.0
398247,97.1,8.0,0.0
398251,73.6,24.0,0.9
398254,100.2,3.0,0.9
398258,97.2,38.0,0.0
398274,83.8,-25.0,0.0
398281,99.2,-6.0,0.9
398285,104.0,23.0,2.0
398286,103.5,19.0,1.25
398287,103.3,18.0,0.0
398291,75.1,-1.0,0.0
398309,104.4,-7.0,0.0
398310,90.3,13.0,0.0
398324,84.6,6.0,0.0
398339,96.4,-1.0,0.0
398342,102.6,25.0,2.0
398353,75.5,-5.0,0.0
398392,62.8,-43.0,0.0
398394,78.0,8.0,0.9
398406,86.1,43.0,0.0
398408,95.6,22.0,0.0
398411,105.9,35.0,2.0
398415,93.3,15.0,1.25
398422,97.2,23.0,1.25
398448,96.0,7.0,0.0
398450,105.1,-28.0,0.0
398452,101.6,-4.0,0.0
398457,72.4,38.0,0.0
398467,67.3,45.0,0.0
398469,70.4,-53.0,0.9
398473,72.2,-4.0,0.0
398475,96.6,4.0,0.0
398477,68.7,12.0,0.0
398481,85.5,-28.0,0.9
398485,95.6,67.0,0.0
398489,69.5,80.0,0.0
398501,92.8,-21.0,0.0
398516,66.1,45.0,0.0
398520,100.8,5.0,0.9
398524,96.1,12.0,0.9
398541,92.7,-1.0,0.9
398543,101.6,28.0,2.0
398546,84.4,16.0,0.9
398556,81.2,-15.0,0.0
398557,60.7,53.0,0.0
398563,80.6,50.0,0.0
398565,91.6,17.0,0.9
398573,106.7,12.0,1.25
398577,110.6,17.0,1.25
398588,99.1,19.0,0.0
398590,87.8,-42.0,0.0
398591,98.9,15.0,0.9
398600,100.2,22.0,2.0
398606,103.2,18.0,0.0
398614,101.3,6.0,0.9
398627,107.7,20.0,0.0
398638,90.8,-3.0,0.0
398641,65.9,40.0,0.0
398643,103.4,2.0,0.0
398654,72.0,68.0,0.0
398665,103.7,-13.0,0.0
398667,108.8,4.0,0.0
398675,95.4,47.0,0.0
398677,71.4,75.0,0.0
398678,31.5,-48.0,0.0
398681,93.4,-27.0,0.0
398684,92.8,-5.0,0.0
398689,81.7,-56.0,0.0
398690,72.6,-26.0,0.0
398692,93.2,7.0,0.9
398694,103.0,30.0,2.0
398696,92.3,5.0,1.25
398704,104.9,24.0,1.25
398707,97.0,3.0,0.9
398711,76.5,-9.0,0.0
398713,101.3,-3.0,0.0
398725,97.5,2.0,0.0
398729,76.7,-25.0,0.0
398732,100.1,29.0,2.0
398737,84.0,-37.0,0.0
398755,71.0,-23.0,0.0
398758,90.1,24.0,0.0
398768,88.1,66.0,0.0
398774,72.5,-8.0,0.0
398778,91.2,-18.0,0.0
398784,65.3,56.0,0.0
398791,95.6,45.0,0.0
398793,110.3,1.0,0.9
398801,97.1,27.0,1.25
398805,100.1,35.0,0.0
398809,97.3,32.0,0.0
398815,79.3,26.0,0.9
398821,88.0,13.0,0.9
398825,83.3,-18.0,0.0
398837,104.2,15.0,0.9
398839,67.7,29.0,0.9
398840,63.2,-66.0,0.0
398850,100.9,10.0,0.9
398857,90.9,17.0,0.9
398861,75.6,-27.0,0.0
398864,99.0,1.0,0.0
398872,45.0,-68.0,0.0
398880,61.6,29.0,0.9
398883,79.0,-50.0,0.0
398885,90.3,17.0,0.9
398893,94.8,7.0,0.0
398896,81.3,33.0,0.0
398905,95.4,-32.0,0.0
398910,76.0,47.0,0.0
398913,92.7,28.0,0.0
398916,102.7,43.0,0.0
398922,102.5,11.0,0.9
398924,73.5,-8.0,0.0
398926,95.3,2.0,0.9
398934,97.7,19.0,0.0
398945,91.3,52.0,0.0
398948,63.8,-18.0,0.0
398950,30.1,-38.0,0.0
398957,106.9,4.0,0.9
398960,84.4,0.0,0.0
398964,88.0,25.0,0.0
398969,101.5,14.0,0.9
398980,93.9,46.0,0.0
398982,90.8,1.0,0.0
398999,96.0,18.0,0.0
399001,81.5,16.0,0.9
399011,106.9,-18.0,0.0
399012,69.9,66.0,0.0
399018,107.2,24.0,2.0
399023,107.9,25.0,2.0
399063,94.6,-18.0,0.0
399081,64.3,-51.0,0.9
399082,89.8,35.0,0.0
399097,102.4,10.0,0.9
399100,105.0,11.0,0.9
399107,116.5,17.0,2.0
399115,94.3,44.0,0.0
399130,100.4,-6.0,0.9
399140,106.1,-1.0,0.0
399145,84.7,29.0,0.0
399149,94.4,18.0,0.0
399153,70.2,8.0,0.0
399159,110.2,18.0,0.0
399166,63.7,32.0,0.9
399191,96.0,42.0,0.0
399198,103.2,10.0,0.9
399202,88.5,30.0,0.0
399208,74.2,22.0,0.9
399212,67.0,-65.0,0.0
399222,77.4,60.0,0.0
399225,88.6,5.0,0.0
399234,100.2,20.0,1.25
399252,104.8,-26.0,1.25
399259,99.6,28.0,0.0
399260,107.9,11.0,0.9
399276,89.6,-17.0,0.0
399289,98.8,12.0,0.9
399299,90.7,9.0,0.0
399302,97.0,38.0,0.0
399307,55.6,15.0,0.0
399315,71.1,-4.0,0.0
399322,100.7,22.0,1.25
399328,97.7,14.0,0.0
399342,105.1,24.0,2.0
399351,90.4,-6.0,0.0
399353,72.6,-5.0,0.9
399355,95.2,38.0,0.0
399361,70.4,-18.0,0.0
399370,66.5,-25.0,0.0
399374,87.5,-27.0,0.0
399376,100.7,-5.0,0.0
399388,70.6,34.0,0.9
399391,97.8,38.0,0.0
399401,78.5,-37.0,0.0
399402,45.9,40.0,0.0
399410,92.3,21.0,1.25
399418,100.4,26.0,0.0
399419,105.7,30.0,2.0
399423,89.3,-73.0,0.0
399432,102.9,-33.0,0.0
399439,78.8,-4.0,0.0
399440,108.7,5.0,0.0
399451,96.7,43.0,0.0
399458,64.2,-29.0,0.0
399460,98.3,20.0,0.0
399461,99.8,11.0,0.0
399462,78.4,5.0,0.0
399478,81.4,-11.0,0.0
399489,100.6,-24.0,0.0
399492,81.5,74.0,0.0
399510,93.6,12.0,0.0
399517,93.0,13.0,0.9
399521,86.6,31.0,0.0
399525,97.9,-11.0,0.0
399543,98.2,0.0,0.0
399552,86.0,-13.0,0.0
399561,79.0,24.0,0.9
399576,88.1,36.0,0.0
399581,101.9,21.0,1.25
399582,60.6,-5.0,0.0
399586,54.6,-11.0,0.0
399588,98.0,-23.0,0.0
399589,94.7,6.0,1.25
399593,104.7,12.0,0.9
399594,33.2,-63.0,0.0
399605,105.5,-22.0,0.0
399608,88.5,-9.0,0.0
399613,94.6,20.0,0.0
399614,90.1,40.0,0.0
399630,97.6,4.0,0.0
399631,101.2,-3.0,0.0
399637,85.9,-18.0,0.0
399642,82.0,53.0,0.0
399658,100.8,6.0,0.9
399665,71.3,7.0,0.9
399668,96.9,12.0,0.9
399671,99.1,3.0,0.9
399674,81.3,15.0,0.9
399678,101.1,3.0,0.9
399682,86.5,-24.0,0.0
399688,95.7,6.0,0.9
399693,91.4,-11.0,0.0
399702,90.9,-49.0,0.0
399714,76.7,15.0,0.9
399717,64.7,-35.0,0.0
399721,96.8,50.0,0.0
399723,100.2,25.0,1.25
399728,87.2,0.0,0.0
399732,95.9,-16.0,0.0
399736,52.5,-71.0,0.0
399743,95.2,39.0,0.0
399745,78.2,11.0,0.9
399747,80.0,-17.0,0.0
399756,73.4,21.0,0.9
399762,101.8,46.0,0.0
399763,98.9,30.0,2.0
399773,114.6,19.0,2.0
399776,85.5,-14.0,0.0
399778,49.2,-70.0,0.0
399786,87.0,23.0,0.9
399793,106.1,9.0,1.25
399796,77.9,59.0,0.0
399801,98.0,21.0,1.25
399802,90.1,-7.0,0.0
399806,87.8,-44.0,0.0
399809,86.0,-19.0,0.0
399815,109.6,-22.0,0.0
399820,92.9,47.0,0.0
399822,94.3,33.0,0.0
399827,94.5,42.0,0.0
399828,113.9,13.0,0.0
399837,103.1,3.0,0.0
399847,103.7,-19.0,0.0
399855,61.7,-16.0,0.0
399859,91.7,33.0,0.0
399890,75.3,42.0,0.9
399894,82.3,12.0,0.9
399895,110.6,13.0,1.25
399903,94.9,13.0,0.9
399904,98.9,25.0,0.0
399908,103.1,15.0,1.25
399910,95.3,-28.0,0.0
399917,78.1,14.0,0.0
399927,104.6,15.0,1.25
399932,97.4,19.0,0.0
399936,112.3,2.0,0.0
399937,86.0,3.0,0.0
399939,103.1,-9.0,0.0
399944,102.0,-16.0,0.0
399948,84.6,-3.0,0.0
399956,84.0,81.0,0.0
399961,90.6,36.0,0.0
399966,102.1,11.0,0.9
399969,76.7,-29.0,0.0
399977,101.4,21.0,1.25
399978,87.1,34.0,0.0
399979,98.9,8.0,0.0
399984,92.0,-3.0,0.0
399988,90.6,16.0,0.9
399989,109.4,20.0,2.0
399996,81.7,30.0,0.0
400011,53.3,-38.0,0.9
400014,103.6,12.0,0.9
400018,89.9,51.0,0.0
400024,99.9,0.0,0.0
400032,87.2,-27.0,0.0
400040,97.5,25.0,0.0
400041,97.7,2.0,0.0
400047,83.3,57.0,0.0
400053,99.5,33.0,0.0
400057,93.8,-4.0,0.0
400059,85.1,5.0,0.0
400062,55.5,-69.0,0.0
400063,92.9,42.0,0.0
400064,110.1,7.0,0.9
400074,81.7,40.0,0.0
400075,73.7,-13.0,0.0
400082,96.0,-9.0,0.0
400093,100.9,19.0,0.0
400094,83.3,46.0,0.0
400097,84.2,-14.0,0.0
400100,98.1,-9.0,0.9
400103,74.7,22.0,0.9
400105,74.7,26.0,0.0
400107,86.3,9.0,0.9
400122,96.5,41.0,0.0
400127,76.4,52.0,0.0
400130,95.9,-20.0,0.9
400137,99.5,16.0,0.0
400153,90.6,-16.0,0.0
400155,93.2,-11.0,0.0
400166,111.9,5.0,0.9
400168,89.6,-41.0,0.0
400177,106.6,-2.0,0.0
400202,105.0,-1.0,0.9
400207,102.3,5.0,0.9
400209,89.5,33.0,0.0
400211,101.4,-19.0,0.0
400215,90.5,52.0,0.0
400234,97.1,6.0,0.0
400236,104.8,8.0,0.9
