,launch_speed,launch_angle,woba_value
91511,79.4,-42.0,0.0
91519,59.6,62.0,0.0
91527,73.5,5.0,0.0
91536,92.9,-22.0,0.0
91539,102.5,21.0,1.25
91541,81.7,52.0,0.0
91547,106.9,8.0,0.9
91550,94.2,0.0,0.9
91554,88.0,34.0,0.0
91556,87.9,8.0,1.25
91557,69.7,-4.0,1.25
91559,92.8,25.0,0.0
91572,92.5,-6.0,0.0
91575,99.8,56.0,0.0
91576,95.9,-10.0,0.0
91580,56.6,-1.0,0.0
91582,97.5,-14.0,0.9
91583,107.9,9.0,0.9
91587,57.3,-14.0,0.0
91588,62.1,-27.0,0.9
91589,72.4,24.0,0.9
91600,104.2,-16.0,0.0
91603,101.8,32.0,1.25
91605,92.3,6.0,0.9
91613,85.9,-27.0,0.0
91618,78.6,8.0,0.0
91620,75.9,-11.0,0.0
91626,90.9,30.0,0.0
91630,93.1,36.0,0.0
91636,84.2,20.0,0.9
91638,95.3,49.0,0.0
91645,74.3,1.0,0.0
91654,80.2,35.0,0.0
91672,101.4,21.0,1.25
91693,104.5,35.0,2.0
91698,70.4,26.0,0.9
91702,72.2,40.0,0.0
91707,91.8,-2.0,0.0
91711,87.0,-10.0,0.0
91713,105.1,10.0,1.25
91721,79.0,1.0,0.0
91742,100.5,23.0,2.0
91751,97.3,-14.0,0.0
91754,52.5,31.0,0.0
91756,98.9,9.0,0.9
91762,104.4,6.0,0.9
91773,79.9,14.0,0.9
91775,73.8,8.0,0.0
91780,85.2,-3.0,0.0
91781,92.3,-1.0,0.0
91793,96.6,7.0,0.9
91796,70.7,-16.0,0.0
91805,104.5,18.0,0.0
91807,109.8,-4.0,0.0
91809,108.2,23.0,2.0
91815,83.9,33.0,0.0
91819,106.8,4.0,0.0
91821,89.3,5.0,0.0
91824,84.5,28.0,0.0
91830,104.0,26.0,2.0
91835,109.7,29.0,2.0
91849,87.0,30.0,0.0
91851,89.8,30.0,0.0
91853,104.2,13.0,0.9
91854,92.0,-11.0,0.0
91872,83.0,16.0,0.9
91875,97.5,29.0,2.0
91877,34.4,-11.0,0.0
91879,110.6,14.0,1.25
91891,98.4,59.0,0.0
91902,93.3,30.0,0.0
91917,90.2,-7.0,0.0
91922,63.4,-19.0,0.0
91927,52.2,-24.0,0.0
91935,95.5,5.0,0.0
91936,71.6,43.0,1.25
91939,92.7,11.0,1.6
91947,62.3,-62.0,0.9
91952,76.2,43.0,0.0
91954,95.1,-31.0,0.0
91959,99.5,51.0,0.0
91966,98.3,47.0,0.0
91968,101.6,5.0,0.0
91971,60.7,-62.0,0.9
91979,89.2,13.0,0.9
91985,82.9,-2.0,0.0
91990,105.3,0.0,0.0
91994,75.9,47.0,0.0
91996,96.5,17.0,0.9
92011,90.6,-3.0,0.0
92017,90.6,34.0,0.0
92021,83.2,44.0,0.0
92022,94.7,2.0,0.9
92025,83.6,47.0,0.0
92037,89.6,-4.0,0.0
92040,99.3,3.0,0.9
92041,25.5,-27.0,0.0
92044,87.9,5.0,1.25
92048,108.6,25.0,2.0
92051,104.3,27.0,0.0
92055,103.2,24.0,2.0
92058,84.0,17.0,0.9
92059,105.5,29.0,2.0
92064,19.4,-25.0,0.0
92066,79.2,11.0,0.9
92069,75.9,-4.0,0.0
92070,88.6,-4.0,0.0
92073,70.3,-1.0,0.0
92074,96.3,-40.0,0.0
92077,106.5,-2.0,0.0
92078,82.0,-8.0,0.0
92089,100.1,-16.0,0.0
92096,99.2,32.0,0.0
92099,68.5,-8.0,0.0
92101,101.0,2.0,0.0
92102,85.5,47.0,0.0
92105,57.3,-35.0,0.0
92107,83.3,-5.0,0.0
92110,103.0,-4.0,0.0
92119,88.6,-3.0,0.0
92121,75.9,15.0,0.9
92125,88.6,16.0,0.9
92132,76.8,0.0,0.0
92134,92.0,23.0,0.0
92138,78.7,-34.0,0.0
92145,100.8,10.0,0.0
92153,64.6,12.0,0.0
92159,106.2,-14.0,0.0
92160,102.3,19.0,1.25
92177,95.2,18.0,0.0
92187,79.2,20.0,0.9
92203,103.7,15.0,1.25
92224,88.6,38.0,0.0
92233,72.0,-52.0,0.0
92234,108.4,19.0,1.25
92237,91.1,29.0,0.0
92238,90.1,58.0,0.0
92241,65.6,65.0,0.0
92244,79.3,42.0,0.0
92246,104.0,26.0,2.0
92251,88.5,57.0,0.0
92253,90.4,-7.0,0.0
92259,72.3,43.0,0.0
92261,108.2,34.0,2.0
92263,100.6,40.0,0.0
92266,72.4,21.0,0.9
92269,89.0,8.0,0.9
92270,95.7,18.0,1.25
92273,93.2,12.0,0.9
92280,92.7,23.0,0.0
92288,79.8,62.0,0.0
92306,73.4,-35.0,0.0
92308,91.4,-3.0,0.0
92316,91.7,31.0,0.0
92322,88.9,-2.0,0.0
92338,51.0,-63.0,0.0
92343,101.5,38.0,0.0
92349,81.0,-20.0,0.0
92351,101.9,31.0,2.0
92356,105.0,-8.0,0.9
92358,73.5,-38.0,0.0
92363,100.8,3.0,0.9
92374,74.0,38.0,0.0
92382,82.0,-3.0,0.0
92389,59.9,-5.0,0.0
92395,97.7,34.0,2.0
92404,93.0,29.0,0.0
92411,92.7,34.0,0.0
92413,86.4,29.0,1.25
92416,90.4,-5.0,0.9
92426,62.6,-21.0,0.0
92427,89.0,22.0,0.0
92439,83.1,66.0,0.0
92447,85.0,27.0,0.0
92457,96.2,28.0,0.0
92463,97.8,-8.0,0.0
92467,90.8,-14.0,0.0
92470,105.9,26.0,0.0
92476,87.6,37.0,0.0
92489,92.2,7.0,0.0
92492,105.9,-2.0,0.0
92493,88.3,46.0,0.9
92499,88.8,56.0,0.0
92507,86.1,-9.0,0.9
92510,66.3,6.0,0.0
92517,63.9,-68.0,0.0
92522,104.4,25.0,0.0
92524,103.5,-5.0,0.0
92525,86.9,-18.0,0.9
92530,64.7,-36.0,0.0
92539,102.3,13.0,0.9
92540,97.7,39.0,0.0
92542,107.0,21.0,1.25
92545,90.0,45.0,0.0
92548,106.2,12.0,0.9
92552,76.3,-32.0,0.0
92554,101.9,2.0,1.25
92563,103.6,24.0,2.0
92568,92.5,58.0,0.0
92574,81.5,52.0,0.0
92577,102.0,-4.0,0.0
92579,98.3,9.0,0.0
92581,99.2,46.0,0.0
92582,94.0,-10.0,0.0
92591,60.8,41.0,0.0
92598,101.7,-3.0,0.0
92600,93.5,37.0,0.0
92606,105.0,16.0,0.0
92617,100.6,25.0,1.6
92621,70.4,-11.0,0.0
92624,102.8,26.0,1.6
92635,95.9,24.0,0.0
92642,79.6,-19.0,0.0
92645,80.2,-3.0,0.0
92653,74.0,40.0,0.9
92657,93.6,9.0,0.0
92660,60.7,-5.0,0.0
92661,93.7,-29.0,0.0
92671,100.9,-8.0,0.0
92688,83.5,1.0,0.0
92693,88.9,12.0,0.9
92696,70.0,-29.0,0.0
92700,92.7,-3.0,0.9
92703,95.1,-23.0,0.0
92718,102.3,27.0,2.0
92722,91.4,32.0,0.0
92729,105.8,5.0,1.25
92733,92.5,-5.0,0.9
92734,100.5,-3.0,0.0
92738,87.2,-4.0,0.0
92745,65.1,-24.0,0.0
92746,98.8,19.0,0.9
92753,101.4,7.0,0.9
92756,90.3,1.0,0.0
92763,100.1,-4.0,0.9
92785,26.7,-18.0,0.0
92798,94.1,37.0,0.0
92799,85.5,53.0,0.0
92810,89.8,36.0,0.0
92813,92.0,35.0,2.0
92820,110.3,23.0,2.0
92827,73.3,-11.0,0.0
92830,82.1,7.0,0.0
92835,76.5,-40.0,0.0
92840,109.4,1.0,0.9
92844,111.6,14.0,0.9
92850,92.1,20.0,1.25
92857,91.5,21.0,1.25
92871,102.1,19.0,0.0
92878,79.7,72.0,0.0
92885,97.5,20.0,1.25
92894,102.5,6.0,0.9
92896,83.8,4.0,0.9
92898,88.9,16.0,0.9
92910,105.4,11.0,0.9
92929,38.0,-12.0,0.0
92938,74.7,84.0,0.0
92954,84.7,39.0,0.0
92961,82.7,0.0,0.0
92964,81.4,59.0,0.0
92968,82.5,78.0,0.0
92972,96.8,32.0,0.0
92974,55.9,22.0,0.0
92986,102.5,-1.0,0.0
92988,67.0,4.0,0.0
92991,100.0,21.0,0.0
93004,102.6,-17.0,0.0
93012,89.7,-18.0,0.0
93018,90.8,32.0,0.0
93020,83.0,-6.0,0.0
93026,91.5,40.0,0.0
93036,83.4,-22.0,0.0
93040,97.7,6.0,0.9
93054,84.3,-33.0,0.9
93063,101.5,14.0,0.9
93072,90.8,-14.0,0.0
93079,85.6,30.0,0.0
93080,82.2,-27.0,0.0
93084,70.0,5.0,0.0
93111,84.6,81.0,0.0
93118,98.7,42.0,0.0
93131,65.4,35.0,0.9
93150,65.5,-66.0,0.9
93157,87.7,-7.0,0.0
93161,53.4,-54.0,0.9
93162,90.9,6.0,0.9
93170,93.4,4.0,0.9
93180,93.1,26.0,1.25
93199,97.7,5.0,0.9
93200,95.8,7.0,0.9
93202,86.9,-24.0,0.0
93206,75.8,43.0,0.0
93211,97.9,11.0,0.0
93213,87.1,53.0,0.0
93227,97.6,-17.0,0.0
93235,101.2,19.0,0.0
93247,64.9,62.0,0.0
93256,79.4,76.0,0.0
93276,66.5,-55.0,0.9
93279,85.1,33.0,0.0
93283,88.5,4.0,0.0
93285,101.6,-13.0,0.0
93295,94.9,45.0,0.0
93304,104.4,25.0,1.25
93329,104.5,10.0,0.9
93333,107.8,28.0,2.0
93336,75.8,-60.0,0.9
93344,79.5,42.0,0.0
93345,84.1,25.0,0.0
93353,77.9,-31.0,0.0
93356,83.0,-57.0,0.0
93357,92.5,-30.0,0.0
93366,68.8,45.0,0.0
93387,78.2,-5.0,0.0
93388,90.8,33.0,0.0
93397,99.0,7.0,0.9
93399,87.9,3.0,0.9
93408,101.8,23.0,0.0
93413,62.6,-32.0,0.0
93426,85.0,-8.0,0.9
93428,109.7,20.0,2.0
93439,91.5,20.0,0.0
93444,67.0,-76.0,0.0
93447,29.5,29.0,0.9
93452,93.5,13.0,0.9
93457,83.4,24.0,0.0
93472,88.4,-45.0,0.0
93474,41.0,12.0,0.0
93485,102.0,16.0,1.25
93486,85.2,-3.0,0.0
93487,87.1,6.0,0.0
93490,38.0,-42.0,0.0
93491,89.4,18.0,1.25
93497,90.7,33.0,0.0
93504,108.2,13.0,0.9
93507,81.7,23.0,0.9
93511,69.3,-46.0,0.0
93520,104.9,-1.0,0.9
93522,109.8,3.0,0.9
93532,89.5,20.0,0.0
93539,96.8,50.0,0.0
93541,86.9,19.0,0.9
93552,95.2,64.0,0.0
93570,92.8,16.0,0.9
93574,79.2,9.0,0.0
93578,93.4,-32.0,0.0
93591,84.7,21.0,1.25
93597,99.6,47.0,0.0
93605,104.3,22.0,0.0
93629,105.3,20.0,1.6
93630,102.0,36.0,0.0
93632,101.9,12.0,0.9
93638,105.1,-5.0,0.0
93642,87.8,29.0,0.0
93647,87.4,-22.0,0.9
93650,98.8,30.0,2.0
93657,95.4,35.0,1.6
93667,105.6,26.0,2.0
93672,86.9,22.0,0.0
93677,89.4,72.0,0.0
93679,91.2,1.0,0.9
93684,61.9,34.0,0.0
93688,97.1,47.0,0.0
93694,102.4,-7.0,0.0
93696,94.7,-1.0,0.0
93700,87.2,-24.0,0.9
93713,108.2,-14.0,0.0
93718,67.0,45.0,0.9
93727,86.1,-11.0,0.0
93735,90.6,69.0,0.0
93757,79.6,35.0,0.0
93767,88.5,38.0,0.0
93773,94.6,2.0,0.0
93778,82.8,15.0,0.9
93781,76.8,16.0,0.9
93784,85.5,-11.0,0.0
93788,78.2,48.0,1.6
93791,98.3,-8.0,0.0
93799,79.7,-1.0,0.0
93805,106.1,10.0,0.9
93807,106.2,-14.0,0.0
93809,103.5,6.0,0.9
93829,63.2,12.0,0.0
93850,77.4,82.0,0.0
93852,74.5,75.0,0.0
93854,75.6,73.0,0.0
93861,109.5,37.0,2.0
93863,82.8,-10.0,0.0
93866,75.9,5.0,0.9
93868,66.7,-28.0,0.0
93876,69.9,44.0,0.0
93881,103.2,-13.0,0.9
93892,94.2,15.0,0.9
93905,51.9,-1.0,0.0
93919,109.0,0.0,0.9
93922,107.9,17.0,2.0
93926,92.7,15.0,0.9
93928,78.9,34.0,0.0
93934,94.7,31.0,0.0
93958,76.2,18.0,0.9
93960,89.8,-5.0,0.0
93964,84.4,-29.0,0.0
93971,105.8,2.0,0.0
93979,104.4,-5.0,0.0
93980,74.0,51.0,0.0
93982,96.5,-20.0,0.0
93993,55.7,-76.0,0.0
93996,95.2,47.0,0.0
94007,97.1,15.0,0.0
94009,86.3,71.0,0.0
94020,47.7,-65.0,0.0
94022,92.0,-3.0,0.0
94032,95.3,8.0,1.25
94035,93.1,-54.0,0.0
94042,85.8,-14.0,0.0
94045,79.5,-2.0,0.0
94048,82.9,-54.0,0.0
94053,99.8,24.0,0.9
94056,99.2,12.0,0.9
94057,90.5,-24.0,0.0
94059,65.9,11.0,0.0
94070,95.6,80.0,0.0
94073,95.8,36.0,0.0
94080,94.1,30.0,0.0
94089,101.4,-13.0,0.0
94092,79.7,76.0,0.0
94097,83.6,5.0,0.9
94105,46.4,-15.0,0.0
94113,69.7,-63.0,0.0
94117,86.2,26.0,0.0
94121,105.3,2.0,0.0
94133,102.8,-11.0,0.9
94136,108.0,29.0,2.0
94141,87.3,-12.0,0.0
94145,88.6,-3.0,0.0
94149,92.8,10.0,0.0
94155,105.3,30.0,2.0
94159,57.6,80.0,0.0
94168,86.2,11.0,0.9
94171,63.9,-2.0,0.9
94174,97.7,24.0,0.0
94177,99.9,36.0,2.0
94178,98.5,-32.0,0.0
94196,36.7,-24.0,0.0
94202,84.4,25.0,0.0
94206,93.1,50.0,0.0
94207,87.3,17.0,0.9
94209,102.1,29.0,2.0
94214,93.3,29.0,0.0
94215,98.2,22.0,1.25
94216,87.5,41.0,0.0
94217,72.6,11.0,0.0
94231,94.7,24.0,0.0
94234,82.9,13.0,0.0
94238,24.7,-71.0,0.0
94241,86.8,-11.0,0.0
94243,93.1,-24.0,0.0
94248,82.2,71.0,0.0
94249,58.2,21.0,0.0
94257,99.7,28.0,1.25
94270,78.6,0.0,0.0
94276,91.3,-31.0,0.9
94281,85.8,15.0,0.9
94295,91.7,-34.0,0.0
94298,109.8,-25.0,0.9
94302,79.7,43.0,0.0
94307,77.3,5.0,0.9
94310,83.0,-2.0,0.0
94315,100.3,37.0,0.0
94320,90.8,-1.0,0.9
94324,100.9,-10.0,0.0
94326,76.5,64.0,0.0
94336,104.7,2.0,0.9
94344,101.0,33.0,0.0
94346,96.5,-14.0,0.0
94350,98.5,8.0,0.0
94361,101.5,23.0,0.0
94365,80.7,34.0,0.0
94369,83.3,-23.0,0.0
94372,96.2,1.0,0.0
94382,75.3,-62.0,0.0
94392,62.0,4.0,0.0
94394,62.1,-33.0,0.9
94398,82.8,30.0,0.0
94400,99.0,39.0,0.0
94403,101.1,29.0,2.0
94406,42.4,-84.0,0.0
94411,94.8,28.0,0.0
94420,89.3,39.0,0.0
94421,96.8,30.0,0.0
94423,96.3,42.0,0.0
94424,67.3,10.0,0.9
94427,99.9,2.0,0.9
94429,95.1,37.0,0.0
94433,107.7,23.0,2.0
94435,77.2,-57.0,0.0
94439,72.9,39.0,0.0
94440,70.2,-4.0,0.0
94446,88.8,-16.0,0.0
94451,89.9,-13.0,0.0
94456,79.4,-20.0,0.0
94462,74.8,34.0,0.0
94468,76.5,-28.0,0.0
94478,104.2,10.0,0.9
94483,109.5,18.0,0.0
94490,85.2,55.0,0.0
94492,77.6,-48.0,0.0
94495,81.4,-18.0,0.0
94499,79.6,41.0,0.0
94500,36.4,-67.0,0.0
94502,79.9,25.0,1.25
94504,94.1,2.0,0.0
94517,79.1,-38.0,0.0
94519,66.4,-33.0,0.0
94520,73.8,17.0,0.9
94525,71.2,30.0,0.0
94528,108.4,9.0,0.9
94535,59.2,-41.0,0.0
94539,102.7,17.0,1.6
94544,84.5,31.0,0.0
94556,97.0,12.0,0.9
94560,70.8,46.0,0.0
94561,104.3,15.0,0.0
94568,94.5,-16.0,0.0
94580,98.1,22.0,0.0
94581,97.7,8.0,0.9
94582,95.8,47.0,0.0
94589,88.4,39.0,0.0
94590,88.6,76.0,0.0
94593,100.1,35.0,2.0
94596,74.3,-12.0,0.0
94616,76.6,37.0,0.0
94618,96.4,37.0,0.0
94622,75.2,12.0,0.9
94623,96.7,17.0,0.9
94624,94.4,44.0,0.0
94626,65.9,51.0,0.0
94630,90.8,-9.0,0.0
94637,66.9,34.0,0.9
94639,101.4,27.0,0.0
94642,91.0,63.0,0.0
94650,94.8,-29.0,1.25
94658,73.0,-42.0,0.0
94664,95.9,12.0,0.0
94674,100.5,-12.0,0.0
94675,100.3,-2.0,0.0
94684,72.3,-31.0,0.0
94692,72.6,-51.0,0.0
94694,74.7,18.0,0.9
94702,59.9,0.0,0.0
94709,105.7,18.0,1.25
94710,105.1,32.0,0.0
94712,66.2,-38.0,0.9
94716,97.3,33.0,2.0
94717,81.8,61.0,0.0
94725,83.2,-15.0,0.0
94727,92.3,57.0,0.0
94734,102.2,21.0,1.25
94736,92.1,24.0,0.0
94739,53.4,-49.0,0.9
94740,91.6,-4.0,0.0
94763,76.7,17.0,0.9
94769,84.3,20.0,0.9
94773,81.9,-32.0,0.0
94788,82.6,42.0,0.0
94796,78.7,11.0,0.0
94800,108.7,23.0,2.0
94801,76.5,-40.0,0.0
94812,97.4,8.0,0.9
94824,61.9,27.0,0.9
94833,79.2,18.0,0.9
94838,113.3,-7.0,0.0
94842,89.7,19.0,1.6
94855,83.6,-26.0,0.0
94857,87.6,51.0,0.0
94870,96.0,-12.0,0.0
94873,80.9,-37.0,0.0
94874,92.7,37.0,0.0
94892,90.6,25.0,0.0
94895,93.4,-6.0,0.9
94904,84.9,30.0,0.0
94908,91.6,32.0,0.0
94913,108.2,5.0,0.0
94928,102.6,27.0,2.0
94929,102.8,-11.0,0.0
94938,101.7,11.0,0.9
94940,105.4,27.0,2.0
94947,85.6,22.0,0.9
94951,93.4,49.0,0.0
94954,100.2,0.0,0.9
94969,58.9,3.0,0.0
94970,61.8,52.0,0.9
94975,69.9,-22.0,0.0
94980,87.9,15.0,1.25
94987,103.9,4.0,0.0
94995,85.8,39.0,0.0
94998,90.9,23.0,0.0
95004,97.2,7.0,0.9
95008,102.3,3.0,0.0
95013,71.3,4.0,0.0
95027,95.6,39.0,0.0
95033,100.8,28.0,2.0
95037,78.0,40.0,0.0
95047,68.9,70.0,0.0
95053,17.7,35.0,0.0
95059,89.0,42.0,0.0
95075,81.7,-24.0,0.0
95080,69.8,58.0,0.0
95083,76.9,30.0,0.0
95088,99.5,49.0,0.0
95093,94.1,-2.0,0.0
95099,101.0,7.0,0.0
95107,95.3,-29.0,0.0
95118,98.8,35.0,0.0
95134,32.5,-40.0,0.9
95138,55.9,-26.0,0.0
95148,78.0,64.0,0.0
95155,107.4,5.0,0.0
95167,90.0,13.0,0.9
95172,99.4,38.0,0.0
95176,99.8,32.0,0.0
95179,88.3,41.0,0.0
95185,87.8,-3.0,0.0
95187,57.2,-31.0,0.0
95194,97.8,-24.0,0.0
95201,88.6,46.0,0.0
95210,97.1,-11.0,0.9
95224,79.0,-36.0,0.0
95228,98.0,22.0,0.0
95234,85.7,58.0,0.0
95242,80.7,17.0,0.9
95250,78.7,-48.0,0.0
95256,87.9,57.0,0.0
95257,79.3,20.0,0.9
95261,89.2,8.0,0.0
95265,72.9,-2.0,0.0
95267,88.7,3.0,0.9
95271,97.4,37.0,0.0
95272,105.4,0.0,0.9
95280,88.1,-24.0,0.9
95282,96.4,8.0,0.0
95292,82.0,-13.0,0.9
95296,106.8,36.0,1.6
95301,75.2,67.0,0.0
95305,99.6,13.0,0.9
95310,93.6,-32.0,0.9
95318,93.9,17.0,1.25
95319,54.5,60.0,0.0
95324,97.1,6.0,0.9
95328,75.7,73.0,0.0
95335,93.9,14.0,0.9
95345,77.5,-55.0,0.0
95352,100.3,-23.0,0.0
95354,86.6,8.0,0.9
95355,103.4,-27.0,1.25
95357,80.7,-33.0,0.9
95360,65.8,-17.0,0.0
95367,94.6,13.0,0.9
95371,100.2,24.0,1.25
95373,90.8,-6.0,0.9
95374,82.7,39.0,0.0
95380,81.0,-15.0,1.25
95387,92.7,5.0,0.0
95404,57.7,25.0,0.0
95414,65.8,15.0,0.0
95419,107.7,11.0,0.9
95429,104.6,33.0,2.0
95433,104.4,-1.0,0.0
95437,76.6,-5.0,0.0
95440,82.8,39.0,0.0
95442,102.2,-8.0,0.9
95444,97.7,20.0,0.0
95451,99.0,1.0,0.9
95457,99.5,29.0,0.0
95459,89.8,44.0,0.0
95461,114.7,22.0,2.0
95467,90.8,-5.0,0.0
95476,99.4,25.0,1.25
95478,95.7,-16.0,0.9
95484,98.1,15.0,0.0
95487,89.9,43.0,0.0
95492,84.9,55.0,0.0
95503,97.9,44.0,0.0
95509,88.3,40.0,0.0
95540,94.4,12.0,0.9
95546,101.7,-7.0,0.0
95553,92.0,3.0,0.9
95559,76.3,7.0,0.0
95562,58.1,-19.0,0.0
95565,95.1,29.0,0.0
95566,73.8,48.0,0.0
95567,69.6,-1.0,0.0
95569,97.2,5.0,0.9
95579,80.5,23.0,0.0
95588,77.6,-55.0,0.0
95591,105.2,-8.0,0.0
95593,92.3,13.0,0.9
95597,97.4,8.0,0.9
95600,67.3,-44.0,0.0
95601,109.2,-9.0,0.9
95603,45.3,11.0,0.9
95618,95.1,55.0,0.0
95622,86.8,37.0,0.0
95634,110.8,9.0,0.9
95636,102.9,16.0,1.6
95642,74.4,43.0,0.0
95643,86.8,18.0,1.25
95647,53.7,48.0,0.0
95653,70.0,-29.0,0.0
95654,91.7,24.0,0.0
95658,93.3,-9.0,0.9
95672,92.3,38.0,0.0
95675,105.0,1.0,0.9
95685,109.4,15.0,1.25
95691,103.4,7.0,0.9
95696,88.8,14.0,0.9
95700,73.7,-15.0,0.0
95706,85.1,15.0,0.9
95708,97.1,4.0,0.9
95719,91.5,13.0,0.9
95721,87.9,2.0,0.9
95736,91.3,-7.0,0.0
95744,97.6,-13.0,0.0
95747,70.7,-40.0,0.0
95755,70.0,-22.0,0.9
95760,84.5,-5.0,0.0
95765,78.6,-14.0,0.0
95778,78.8,-25.0,0.9
95782,103.4,-11.0,0.0
95783,79.1,-52.0,0.9
95793,105.4,-4.0,0.0
95795,103.7,27.0,0.0
95800,87.8,28.0,0.0
95803,98.2,-13.0,0.9
95811,109.8,32.0,2.0
95830,74.9,-21.0,0.0
95838,93.6,14.0,0.9
95839,71.8,-53.0,0.9
95842,55.3,14.0,0.0
95845,78.9,36.0,0.0
95849,99.6,24.0,2.0
95866,72.2,16.0,0.9
95870,91.5,22.0,1.25
95875,100.0,5.0,0.0
95876,101.8,18.0,1.25
95890,87.9,24.0,0.9
95899,87.6,39.0,0.0
95906,107.7,27.0,1.25
95926,81.3,25.0,1.6
95929,92.5,-13.0,0.0
95945,99.2,12.0,0.9
95952,71.0,10.0,0.0
95957,91.4,28.0,0.0
95964,109.3,32.0,2.0
95977,70.4,-24.0,0.0
95984,71.3,15.0,0.9
95987,74.5,-9.0,0.0
95988,96.3,22.0,1.6
95994,80.4,-14.0,0.0
95995,91.5,18.0,0.9
96006,94.0,53.0,0.0
96012,92.2,-5.0,0.0
96028,106.6,-3.0,0.0
96030,69.2,24.0,0.9
96033,106.7,16.0,0.0
96042,95.9,1.0,0.0
96047,98.3,-23.0,0.0
96051,103.5,34.0,0.0
96052,109.8,11.0,0.9
96056,62.3,15.0,0.0
96058,74.8,-4.0,0.0
96062,76.9,-46.0,0.0
96065,94.0,-3.0,0.0
96066,71.3,-14.0,0.0
96068,103.3,33.0,0.0
96087,117.5,15.0,1.25
96090,107.5,8.0,0.9
96093,81.3,86.0,0.0
96095,89.9,-23.0,0.0
96097,82.0,9.0,0.9
96099,82.2,61.0,0.0
96101,37.3,62.0,0.0
96102,92.3,51.0,0.0
96110,95.4,-26.0,0.0
96119,72.0,23.0,0.9
96121,87.5,-15.0,0.9
96125,111.1,-4.0,0.0
96138,90.2,-10.0,0.0
96141,97.3,17.0,0.0
96147,90.6,-14.0,0.0
96151,81.4,40.0,0.0
96155,69.6,16.0,0.0
96158,102.9,-7.0,0.0
96166,93.9,9.0,0.0
96180,64.7,-54.0,0.0
96188,57.8,19.0,0.0
96189,103.2,20.0,1.25
96194,88.5,-19.0,0.0
96201,102.7,5.0,0.0
96208,104.5,33.0,0.0
96210,94.7,31.0,0.0
96216,74.8,23.0,0.9
96223,99.5,49.0,0.0
96234,100.1,26.0,1.25
96236,89.0,62.0,0.0
96242,86.5,29.0,0.0
96244,99.8,34.0,0.0
96249,85.0,15.0,0.9
96255,108.2,28.0,2.0
96257,96.8,15.0,0.9
96276,103.9,-15.0,0.0
96279,98.8,-11.0,0.0
96294,69.0,-35.0,0.0
96303,98.5,-11.0,0.0
96304,89.5,24.0,0.0
96312,94.0,37.0,0.0
96320,97.8,55.0,0.0
96325,95.7,29.0,0.0
96327,96.0,25.0,0.0
96336,51.8,-57.0,0.9
96337,92.6,63.0,0.0
96356,97.1,60.0,0.0
96360,101.1,55.0,0.0
96361,97.5,-5.0,0.0
96362,95.3,21.0,0.0
96369,98.7,32.0,0.0
96373,99.1,32.0,2.0
96374,82.8,14.0,0.0
96376,99.3,46.0,0.0
96378,28.7,89.0,0.0
96387,105.3,-3.0,0.0
96388,64.6,-69.0,0.9
96414,96.8,-1.0,0.0
96420,82.7,72.0,0.0
96429,91.5,53.0,0.0
96440,103.1,8.0,0.9
96459,90.2,-15.0,0.0
96464,73.9,-60.0,0.0
96468,80.3,52.0,0.0
96469,80.0,-16.0,0.0
96475,68.1,-25.0,0.0
96476,79.0,51.0,0.0
96485,93.3,31.0,0.0
96487,90.7,-16.0,0.0
96489,86.9,12.0,0.0
96490,96.8,52.0,0.0
96497,103.8,18.0,0.0
96498,85.3,-5.0,0.0
96501,69.3,-19.0,0.0
96502,87.4,7.0,0.0
96507,74.7,34.0,0.0
96513,102.7,51.0,0.0
96514,70.5,-10.0,0.0
96516,68.5,-9.0,0.0
96521,93.4,29.0,1.25
96524,66.6,61.0,0.0
96525,68.2,38.0,0.9
96532,76.3,3.0,0.9
96539,85.7,39.0,0.0
96545,108.4,6.0,1.25
96550,93.4,37.0,0.0
96554,89.3,60.0,0.0
96557,86.0,24.0,0.9
96559,97.2,62.0,0.0
96562,91.5,48.0,0.0
96572,85.7,36.0,0.0
96573,95.2,24.0,0.0
96578,82.7,64.0,0.0
96593,98.5,5.0,0.9
96597,70.1,37.0,0.0
96598,73.1,-17.0,0.0
96601,83.3,-13.0,0.0
96604,102.6,39.0,0.0
96605,77.9,44.0,0.0
96618,100.0,51.0,0.0
96621,113.6,24.0,2.0
96627,101.7,15.0,0.9
96634,108.0,15.0,1.25
96635,111.8,29.0,2.0
96643,86.2,87.0,0.0
96645,100.1,37.0,2.0
96655,88.2,-9.0,1.25
96658,92.8,49.0,0.0
96661,88.8,26.0,0.0
96673,98.2,-11.0,0.9
96683,74.6,-76.0,0.9
96685,94.5,-7.0,0.0
96690,70.7,-16.0,0.0
96693,100.3,36.0,2.0
96697,86.7,-47.0,0.0
96707,102.5,32.0,2.0
96715,88.7,8.0,0.9
96731,98.9,41.0,0.0
96751,90.9,28.0,0.0
96771,91.4,0.0,0.0
96779,69.3,-4.0,0.0
96783,101.2,-2.0,0.0
96788,110.3,8.0,0.9
96792,113.4,21.0,2.0
96795,102.0,31.0,2.0
96819,75.8,-28.0,0.0
96826,90.5,18.0,0.0
96827,107.3,19.0,1.25
96828,93.8,20.0,0.0
96838,107.3,1.0,0.9
96840,82.2,8.0,0.9
96843,84.6,32.0,0.0
96846,81.7,43.0,0.0
96848,99.7,22.0,0.0
96852,91.4,-9.0,0.0
96857,66.9,-25.0,0.0
